ACSSF,2009e1,dc,000,0019,0000001,650597,0,58,0,6895,3098,52,0,0,1118,374,129,44,439,942,795,58,329,3015,287,562,238,4305,197,60,1029,0,0,705,0,2173,270,2015,3044,4455,31836,252,8402,771,9670,1933,42069,0,2311,492,2554,0,2104,40476,237,20589,249,964,43,215,138,97,422,3801,114,11897,1118,773,10596,709,3481,8547,171,322,860,209,0,15597,229,1846,167,74,133,2091,0,45,0,172,0,50,0,9857,933,4269,2605,324,1489,2746,7044,204,390,0,55,710,0,418,3125,1120,344,678,0,219,374294,650597,6895,3098,4305,2173,2015,3044,31836,8402,9670,1933,42069,2311,2554,40476,20589,964,3801,11897,1118,10596,3481,8547,860,15597,4269,2605,1489,2746,7044,394213
ACSSF,2009e1,dc,000,0019,0000002,650597,0,58,0,6895,3098,52,0,0,1118,374,129,44,439,942,795,58,329,3015,287,562,238,4305,197,60,1029,0,0,705,0,2173,270,2015,3044,4455,31836,252,8402,771,9670,1933,42069,0,2311,492,2554,0,2104,40476,237,20589,249,964,43,215,138,97,422,3801,114,11897,1118,773,10596,709,3481,8547,171,322,860,209,0,15597,229,1846,167,74,133,2091,0,45,0,172,0,50,0,9857,933,4269,2605,324,1489,2746,7044,204,390,0,55,710,0,418,3125,1120,344,678,0,219,374294,650597,6895,3098,4305,2173,2015,3044,31836,8402,9670,1933,42069,2311,2554,40476,20589,964,3801,11897,1118,10596,3481,8547,860,15597,4269,2605,1489,2746,7044,394213
ACSSF,2009e1,dc,000,0019,0000003,650597,0,58,0,6895,3098,52,0,0,1118,374,129,44,439,942,795,58,329,3015,287,562,238,4305,197,60,1029,0,0,705,0,2173,270,2015,3044,4455,31836,252,8402,771,9670,1933,42069,0,2311,492,2554,0,2104,40476,237,20589,249,964,43,215,138,97,422,3801,114,11897,1118,773,10596,709,3481,8547,171,322,860,209,0,15597,229,1846,167,74,133,2091,0,45,0,172,0,50,0,9857,933,4269,2605,324,1489,2746,7044,204,390,0,55,710,0,418,3125,1120,344,678,0,219,374294,650597,6895,3098,4305,2173,2015,3044,31836,8402,9670,1933,42069,2311,2554,40476,20589,964,3801,11897,1118,10596,3481,8547,860,15597,4269,2605,1489,2746,7044,394213
ACSSF,2009e1,dc,000,0019,0000004,650597,0,58,0,6895,3098,52,0,0,1118,374,129,44,439,942,795,58,329,3015,287,562,238,4305,197,60,1029,0,0,705,0,2173,270,2015,3044,4455,31836,252,8402,771,9670,1933,42069,0,2311,492,2554,0,2104,40476,237,20589,249,964,43,215,138,97,422,3801,114,11897,1118,773,10596,709,3481,8547,171,322,860,209,0,15597,229,1846,167,74,133,2091,0,45,0,172,0,50,0,9857,933,4269,2605,324,1489,2746,7044,204,390,0,55,710,0,418,3125,1120,344,678,0,219,374294,650597,6895,3098,4305,2173,2015,3044,31836,8402,9670,1933,42069,2311,2554,40476,20589,964,3801,11897,1118,10596,3481,8547,860,15597,4269,2605,1489,2746,7044,394213
ACSSF,2009e1,dc,000,0019,0000005,650597,0,58,0,6895,3098,52,0,0,1118,374,129,44,439,942,795,58,329,3015,287,562,238,4305,197,60,1029,0,0,705,0,2173,270,2015,3044,4455,31836,252,8402,771,9670,1933,42069,0,2311,492,2554,0,2104,40476,237,20589,249,964,43,215,138,97,422,3801,114,11897,1118,773,10596,709,3481,8547,171,322,860,209,0,15597,229,1846,167,74,133,2091,0,45,0,172,0,50,0,9857,933,4269,2605,324,1489,2746,7044,204,390,0,55,710,0,418,3125,1120,344,678,0,219,374294,650597,6895,3098,4305,2173,2015,3044,31836,8402,9670,1933,42069,2311,2554,40476,20589,964,3801,11897,1118,10596,3481,8547,860,15597,4269,2605,1489,2746,7044,394213
ACSSF,2009e1,dc,000,0019,0000006,650597,0,58,0,6895,3098,52,0,0,1118,374,129,44,439,942,795,58,329,3015,287,562,238,4305,197,60,1029,0,0,705,0,2173,270,2015,3044,4455,31836,252,8402,771,9670,1933,42069,0,2311,492,2554,0,2104,40476,237,20589,249,964,43,215,138,97,422,3801,114,11897,1118,773,10596,709,3481,8547,171,322,860,209,0,15597,229,1846,167,74,133,2091,0,45,0,172,0,50,0,9857,933,4269,2605,324,1489,2746,7044,204,390,0,55,710,0,418,3125,1120,344,678,0,219,374294,650597,6895,3098,4305,2173,2015,3044,31836,8402,9670,1933,42069,2311,2554,40476,20589,964,3801,11897,1118,10596,3481,8547,860,15597,4269,2605,1489,2746,7044,394213
ACSSF,2009e1,dc,000,0019,0000007,650597,0,58,0,6895,3098,52,0,0,1118,374,129,44,439,942,795,58,329,3015,287,562,238,4305,197,60,1029,0,0,705,0,2173,270,2015,3044,4455,31836,252,8402,771,9670,1933,42069,0,2311,492,2554,0,2104,40476,237,20589,249,964,43,215,138,97,422,3801,114,11897,1118,773,10596,709,3481,8547,171,322,860,209,0,15597,229,1846,167,74,133,2091,0,45,0,172,0,50,0,9857,933,4269,2605,324,1489,2746,7044,204,390,0,55,710,0,418,3125,1120,344,678,0,219,374294,650597,6895,3098,4305,2173,2015,3044,31836,8402,9670,1933,42069,2311,2554,40476,20589,964,3801,11897,1118,10596,3481,8547,860,15597,4269,2605,1489,2746,7044,394213
ACSSF,2009e1,dc,000,0019,0000008,650597,0,58,0,6895,3098,52,0,0,1118,374,129,44,439,942,795,58,329,3015,287,562,238,4305,197,60,1029,0,0,705,0,2173,270,2015,3044,4455,31836,252,8402,771,9670,1933,42069,0,2311,492,2554,0,2104,40476,237,20589,249,964,43,215,138,97,422,3801,114,11897,1118,773,10596,709,3481,8547,171,322,860,209,0,15597,229,1846,167,74,133,2091,0,45,0,172,0,50,0,9857,933,4269,2605,324,1489,2746,7044,204,390,0,55,710,0,418,3125,1120,344,678,0,219,374294,650597,6895,3098,4305,2173,2015,3044,31836,8402,9670,1933,42069,2311,2554,40476,20589,964,3801,11897,1118,10596,3481,8547,860,15597,4269,2605,1489,2746,7044,394213
ACSSF,2009e1,dc,000,0019,0000009,650597,0,58,0,6895,3098,52,0,0,1118,374,129,44,439,942,795,58,329,3015,287,562,238,4305,197,60,1029,0,0,705,0,2173,270,2015,3044,4455,31836,252,8402,771,9670,1933,42069,0,2311,492,2554,0,2104,40476,237,20589,249,964,43,215,138,97,422,3801,114,11897,1118,773,10596,709,3481,8547,171,322,860,209,0,15597,229,1846,167,74,133,2091,0,45,0,172,0,50,0,9857,933,4269,2605,324,1489,2746,7044,204,390,0,55,710,0,418,3125,1120,344,678,0,219,374294,650597,6895,3098,4305,2173,2015,3044,31836,8402,9670,1933,42069,2311,2554,40476,20589,964,3801,11897,1118,10596,3481,8547,860,15597,4269,2605,1489,2746,7044,394213
ACSSF,2009e1,dc,000,0019,0000010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,127510,2677,934,772,868,537,1046,14166,3703,3263,477,16805,1239,1063,16516,8511,397,872,5189,574,5567,1823,3525,375,524,1433,1380,536,1111,385,31242
